Bad_Practices,Good_Practices
<h2 class=image.jpg>Content</h2>,<h2 class='image.jpg'>Content</h2>
<p><table>Content</p></table>,<table><p>Content</p></table>
<table class='width:100px'>List Item,<table class='width:100px'>List Item</table>
<li id=link.html>Link</li>,<li id='link.html'>Link</li>
<li><td>Content</li></td>,<td><li>Content</li></td>
<h3 class='link.html'>Link,<h3 class='link.html'>Link</h3>
<p class=width:100px>Content</p>,<p class='width:100px'>Content</p>
<table src='width:100px'>Hello,<table src='width:100px'>Hello</table>
<span id=image.jpg>Hello</span>,<span id='image.jpg'>Hello</span>
<h1 href=width:100px>Hello</h1>,<h1 href='width:100px'>Hello</h1>
<li href='description'>Content,<li href='description'>Content</li>
<h1 style=header>Link</h1>,<h1 style='header'>Link</h1>
<ul style=header>List Item</ul>,<ul style='header'>List Item</ul>
<h3 href='link.html'>Content,<h3 href='link.html'>Content</h3>
<table src=description>Hello</table>,<table src='description'>Hello</table>
<ul alt=header>Link</ul>,<ul alt='header'>Link</ul>
<li src='description'>Data,<li src='description'>Data</li>
<table id='container'>List Item,<table id='container'>List Item</table>
<table style='header'>Content,<table style='header'>Content</table>
<ul src='image.jpg'>Title,<ul src='image.jpg'>Title</ul>
<table><td>Data</table></td>,<td><table>Data</table></td>
<a src='image.jpg'>Link,<a src='image.jpg'>Link</a>
<span alt='width:100px'>Content,<span alt='width:100px'>Content</span>
<a style=image.jpg>Data</a>,<a style='image.jpg'>Data</a>
<h1 id=image.jpg>Link</h1>,<h1 id='image.jpg'>Link</h1>
<h1 href='image.jpg'>Text,<h1 href='image.jpg'>Text</h1>
<table id='link.html'>Title,<table id='link.html'>Title</table>
<h2 class='link.html'>Content,<h2 class='link.html'>Content</h2>
<h2 src=description>Title</h2>,<h2 src='description'>Title</h2>
<span><p>Title</span></p>,<p><span>Title</span></p>
<h1 style='description'>Text,<h1 style='description'>Text</h1>
<table alt=description>Data</table>,<table alt='description'>Data</table>
<p class=description>Data</p>,<p class='description'>Data</p>
<h1 src=container>Content</h1>,<h1 src='container'>Content</h1>
<table id=description>Title</table>,<table id='description'>Title</table>
<table><li>List Item</table></li>,<li><table>List Item</table></li>
<span id='image.jpg'>Data,<span id='image.jpg'>Data</span>
<li href=description>List Item</li>,<li href='description'>List Item</li>
<h2 class='image.jpg'>List Item,<h2 class='image.jpg'>List Item</h2>
<ul id='description'>List Item,<ul id='description'>List Item</ul>
<div><tr>Content</div></tr>,<tr><div>Content</div></tr>
<tr style='link.html'>Title,<tr style='link.html'>Title</tr>
<li src='header'>Data,<li src='header'>Data</li>
<li id=width:100px>Text</li>,<li id='width:100px'>Text</li>
<h2><a>Title</h2></a>,<a><h2>Title</h2></a>
<ul><table>Link</ul></table>,<table><ul>Link</ul></table>
<li class='link.html'>Title,<li class='link.html'>Title</li>
<table style='width:100px'>Hello,<table style='width:100px'>Hello</table>
<table href=container>Text</table>,<table href='container'>Text</table>
<span id=header>Content</span>,<span id='header'>Content</span>
<h3 alt='width:100px'>Text,<h3 alt='width:100px'>Text</h3>
<li class='width:100px'>Content,<li class='width:100px'>Content</li>
<li style=width:100px>Data</li>,<li style='width:100px'>Data</li>
<h2 style=container>Text</h2>,<h2 style='container'>Text</h2>
<h1 alt=link.html>Text</h1>,<h1 alt='link.html'>Text</h1>
<h2 style=image.jpg>Hello</h2>,<h2 style='image.jpg'>Hello</h2>
<h3 src=link.html>Data</h3>,<h3 src='link.html'>Data</h3>
<h2 class=width:100px>List Item</h2>,<h2 class='width:100px'>List Item</h2>
<td><span>Title</td></span>,<span><td>Title</td></span>
<li class='description'>Text,<li class='description'>Text</li>
<a><div>Data</a></div>,<div><a>Data</a></div>
<h3 alt='container'>Link,<h3 alt='container'>Link</h3>
<p href=width:100px>Hello</p>,<p href='width:100px'>Hello</p>
<p><h2>Data</p></h2>,<h2><p>Data</p></h2>
<p class=header>Link</p>,<p class='header'>Link</p>
<div><tr>Data</div></tr>,<tr><div>Data</div></tr>
<div id='width:100px'>Data,<div id='width:100px'>Data</div>
<div alt=link.html>Title</div>,<div alt='link.html'>Title</div>
<table href='header'>Title,<table href='header'>Title</table>
<tr><h3>List Item</tr></h3>,<h3><tr>List Item</tr></h3>
<li id='description'>Title,<li id='description'>Title</li>
<table href='container'>Text,<table href='container'>Text</table>
<h3 class=width:100px>Text</h3>,<h3 class='width:100px'>Text</h3>
<tr href=container>Text</tr>,<tr href='container'>Text</tr>
<p><h2>Title</p></h2>,<h2><p>Title</p></h2>
<span alt='description'>Title,<span alt='description'>Title</span>
<span class='description'>Link,<span class='description'>Link</span>
<ul class='width:100px'>Link,<ul class='width:100px'>Link</ul>
<h3 style='description'>Content,<h3 style='description'>Content</h3>
<tr src=width:100px>Data</tr>,<tr src='width:100px'>Data</tr>
<tr class=image.jpg>Title</tr>,<tr class='image.jpg'>Title</tr>
<tr alt=link.html>Hello</tr>,<tr alt='link.html'>Hello</tr>
<li class='link.html'>Content,<li class='link.html'>Content</li>
<li alt=image.jpg>Content</li>,<li alt='image.jpg'>Content</li>
<li alt=header>Text</li>,<li alt='header'>Text</li>
<div class=link.html>Text</div>,<div class='link.html'>Text</div>
<li style=container>Data</li>,<li style='container'>Data</li>
<h1><h3>Data</h1></h3>,<h3><h1>Data</h1></h3>
<table id=header>List Item</table>,<table id='header'>List Item</table>
<h2 src='link.html'>Link,<h2 src='link.html'>Link</h2>
<table href='width:100px'>Link,<table href='width:100px'>Link</table>
<h1 alt='image.jpg'>Content,<h1 alt='image.jpg'>Content</h1>
<ul src=container>List Item</ul>,<ul src='container'>List Item</ul>
<td alt=link.html>List Item</td>,<td alt='link.html'>List Item</td>
<h3><div>Data</h3></div>,<div><h3>Data</h3></div>
<span id='width:100px'>Title,<span id='width:100px'>Title</span>
<table href='width:100px'>Content,<table href='width:100px'>Content</table>
<h3 id='header'>Data,<h3 id='header'>Data</h3>
<h1 src='link.html'>Link,<h1 src='link.html'>Link</h1>
<tr><h2>Content</tr></h2>,<h2><tr>Content</tr></h2>
<tr id='width:100px'>Title,<tr id='width:100px'>Title</tr>
<h2 style='image.jpg'>List Item,<h2 style='image.jpg'>List Item</h2>
<ul href='image.jpg'>Title,<ul href='image.jpg'>Title</ul>
<h3 alt='image.jpg'>Hello,<h3 alt='image.jpg'>Hello</h3>
<tr id='header'>Title,<tr id='header'>Title</tr>
<h2 id=link.html>Content</h2>,<h2 id='link.html'>Content</h2>
<h2 alt='description'>Link,<h2 alt='description'>Link</h2>
<div class='link.html'>Title,<div class='link.html'>Title</div>
<li><p>Content</li></p>,<p><li>Content</li></p>
<h3 href='description'>Link,<h3 href='description'>Link</h3>
<tr href=description>Data</tr>,<tr href='description'>Data</tr>
<tr src='header'>List Item,<tr src='header'>List Item</tr>
<li alt=description>Content</li>,<li alt='description'>Content</li>
<h2 alt=header>Text</h2>,<h2 alt='header'>Text</h2>
<h2 id='description'>Title,<h2 id='description'>Title</h2>
<div id=image.jpg>Hello</div>,<div id='image.jpg'>Hello</div>
<td id=container>Title</td>,<td id='container'>Title</td>
<h3 style=description>Text</h3>,<h3 style='description'>Text</h3>
<h3 src=link.html>Title</h3>,<h3 src='link.html'>Title</h3>
<h2 id='image.jpg'>Hello,<h2 id='image.jpg'>Hello</h2>
<p><td>Data</p></td>,<td><p>Data</p></td>
<span><div>Data</span></div>,<div><span>Data</span></div>
<h1><a>Content</h1></a>,<a><h1>Content</h1></a>
<li src=link.html>List Item</li>,<li src='link.html'>List Item</li>
<h3 src=image.jpg>Content</h3>,<h3 src='image.jpg'>Content</h3>
<h3 class=image.jpg>Title</h3>,<h3 class='image.jpg'>Title</h3>
<li style='header'>Hello,<li style='header'>Hello</li>
<a id='container'>Link,<a id='container'>Link</a>
<ul id='width:100px'>Title,<ul id='width:100px'>Title</ul>
<span id='container'>Hello,<span id='container'>Hello</span>
<li><tr>List Item</li></tr>,<tr><li>List Item</li></tr>
<ul src='link.html'>Hello,<ul src='link.html'>Hello</ul>
<h3 href='description'>Hello,<h3 href='description'>Hello</h3>
<span alt=link.html>Text</span>,<span alt='link.html'>Text</span>
<td alt='description'>Data,<td alt='description'>Data</td>
<p href=image.jpg>Data</p>,<p href='image.jpg'>Data</p>
<h1 src=image.jpg>List Item</h1>,<h1 src='image.jpg'>List Item</h1>
<h2><div>Hello</h2></div>,<div><h2>Hello</h2></div>
<table class=image.jpg>Content</table>,<table class='image.jpg'>Content</table>
<ul><h2>Link</ul></h2>,<h2><ul>Link</ul></h2>
<p class='width:100px'>Hello,<p class='width:100px'>Hello</p>
<td href='description'>Data,<td href='description'>Data</td>
<table style='description'>List Item,<table style='description'>List Item</table>
<td style=width:100px>Link</td>,<td style='width:100px'>Link</td>
<h3 class='image.jpg'>Content,<h3 class='image.jpg'>Content</h3>
<a><h1>Hello</a></h1>,<h1><a>Hello</a></h1>
<div id='description'>List Item,<div id='description'>List Item</div>
<tr class=header>Title</tr>,<tr class='header'>Title</tr>
<table alt='header'>Content,<table alt='header'>Content</table>
<tr id='container'>Text,<tr id='container'>Text</tr>
<h1 class=image.jpg>Data</h1>,<h1 class='image.jpg'>Data</h1>
<li><ul>Text</li></ul>,<ul><li>Text</li></ul>
<p alt=width:100px>Content</p>,<p alt='width:100px'>Content</p>
<div class='description'>Title,<div class='description'>Title</div>
<h3 href='width:100px'>Hello,<h3 href='width:100px'>Hello</h3>
<p alt='width:100px'>Title,<p alt='width:100px'>Title</p>
<div><table>Hello</div></table>,<table><div>Hello</div></table>
<ul style='image.jpg'>Hello,<ul style='image.jpg'>Hello</ul>
<p alt=container>Content</p>,<p alt='container'>Content</p>
<span id=image.jpg>Link</span>,<span id='image.jpg'>Link</span>
<a id='header'>Text,<a id='header'>Text</a>
<li href=link.html>Content</li>,<li href='link.html'>Content</li>
<span><h3>Text</span></h3>,<h3><span>Text</span></h3>
<span class=link.html>Title</span>,<span class='link.html'>Title</span>
<h3 id='image.jpg'>List Item,<h3 id='image.jpg'>List Item</h3>
<a><div>Text</a></div>,<div><a>Text</a></div>
<span id=width:100px>Link</span>,<span id='width:100px'>Link</span>
<a class='link.html'>Link,<a class='link.html'>Link</a>
<td alt='container'>List Item,<td alt='container'>List Item</td>
<h3><h1>Content</h3></h1>,<h1><h3>Content</h3></h1>
<li src='description'>List Item,<li src='description'>List Item</li>
<tr href='link.html'>List Item,<tr href='link.html'>List Item</tr>
<span id='description'>List Item,<span id='description'>List Item</span>
<p src=width:100px>Text</p>,<p src='width:100px'>Text</p>
<tr src=width:100px>Text</tr>,<tr src='width:100px'>Text</tr>
<tr class='container'>Link,<tr class='container'>Link</tr>
<td id=description>Link</td>,<td id='description'>Link</td>
<tr href='link.html'>Title,<tr href='link.html'>Title</tr>
<div class=header>List Item</div>,<div class='header'>List Item</div>
<h2 class='header'>Content,<h2 class='header'>Content</h2>
<td style=width:100px>Text</td>,<td style='width:100px'>Text</td>
<p id=link.html>Content</p>,<p id='link.html'>Content</p>
<h3 class=image.jpg>Text</h3>,<h3 class='image.jpg'>Text</h3>
<ul alt='width:100px'>Hello,<ul alt='width:100px'>Hello</ul>
<td><li>Content</td></li>,<li><td>Content</td></li>
<table id='container'>Title,<table id='container'>Title</table>
<h3 href='header'>Text,<h3 href='header'>Text</h3>
<span><tr>Title</span></tr>,<tr><span>Title</span></tr>
<h2 class='width:100px'>Title,<h2 class='width:100px'>Title</h2>
<ul id=link.html>Hello</ul>,<ul id='link.html'>Hello</ul>
<ul alt=description>Link</ul>,<ul alt='description'>Link</ul>
<li style=container>List Item</li>,<li style='container'>List Item</li>
<h2 style=container>Title</h2>,<h2 style='container'>Title</h2>
<h3 class='description'>Hello,<h3 class='description'>Hello</h3>
<span href=width:100px>List Item</span>,<span href='width:100px'>List Item</span>
<h3 href='header'>Content,<h3 href='header'>Content</h3>
<a class='link.html'>Text,<a class='link.html'>Text</a>
<h3 class='description'>List Item,<h3 class='description'>List Item</h3>
<table id=description>Text</table>,<table id='description'>Text</table>
<h1><div>Title</h1></div>,<div><h1>Title</h1></div>
<h1 style=link.html>List Item</h1>,<h1 style='link.html'>List Item</h1>
<td><span>Data</td></span>,<span><td>Data</td></span>
<p><a>Text</p></a>,<a><p>Text</p></a>
<tr href=image.jpg>Link</tr>,<tr href='image.jpg'>Link</tr>
<table id=description>List Item</table>,<table id='description'>List Item</table>
<div id='description'>Content,<div id='description'>Content</div>
<td id=header>List Item</td>,<td id='header'>List Item</td>
<tr id=link.html>Content</tr>,<tr id='link.html'>Content</tr>
<h1 class=link.html>Text</h1>,<h1 class='link.html'>Text</h1>
<li><h3>Hello</li></h3>,<h3><li>Hello</li></h3>
<td src='image.jpg'>Content,<td src='image.jpg'>Content</td>
<li><h2>Title</li></h2>,<h2><li>Title</li></h2>
<tr src='width:100px'>Data,<tr src='width:100px'>Data</tr>
<a href='link.html'>Data,<a href='link.html'>Data</a>
<span href=image.jpg>Data</span>,<span href='image.jpg'>Data</span>
<li><h2>Data</li></h2>,<h2><li>Data</li></h2>
<p><table>Data</p></table>,<table><p>Data</p></table>
<h3 href=image.jpg>Data</h3>,<h3 href='image.jpg'>Data</h3>
<div src='description'>Data,<div src='description'>Data</div>
<h3><li>Title</h3></li>,<li><h3>Title</h3></li>
<li class='header'>Data,<li class='header'>Data</li>
<h3 alt=header>Content</h3>,<h3 alt='header'>Content</h3>
<h2 alt=description>Data</h2>,<h2 alt='description'>Data</h2>
<p alt='header'>List Item,<p alt='header'>List Item</p>
<li id='width:100px'>Text,<li id='width:100px'>Text</li>
<ul><a>Data</ul></a>,<a><ul>Data</ul></a>
<p><ul>Text</p></ul>,<ul><p>Text</p></ul>
<p src=header>Data</p>,<p src='header'>Data</p>
<td id='description'>Content,<td id='description'>Content</td>
<h3 id=description>Data</h3>,<h3 id='description'>Data</h3>
<td alt='link.html'>Hello,<td alt='link.html'>Hello</td>
<tr src=width:100px>List Item</tr>,<tr src='width:100px'>List Item</tr>
<ul src=width:100px>List Item</ul>,<ul src='width:100px'>List Item</ul>
<h2 class=description>Text</h2>,<h2 class='description'>Text</h2>
<table id=container>Text</table>,<table id='container'>Text</table>
<a src='description'>Link,<a src='description'>Link</a>
<tr class=image.jpg>Content</tr>,<tr class='image.jpg'>Content</tr>
<div src=width:100px>Text</div>,<div src='width:100px'>Text</div>
<ul src='width:100px'>Text,<ul src='width:100px'>Text</ul>
<p alt=description>Hello</p>,<p alt='description'>Hello</p>
<ul src=image.jpg>List Item</ul>,<ul src='image.jpg'>List Item</ul>
<li><h1>List Item</li></h1>,<h1><li>List Item</li></h1>
<a class=description>Content</a>,<a class='description'>Content</a>
<span><tr>Link</span></tr>,<tr><span>Link</span></tr>
<div alt=container>List Item</div>,<div alt='container'>List Item</div>
<p><a>Content</p></a>,<a><p>Content</p></a>
<li class=header>Content</li>,<li class='header'>Content</li>
<ul id=container>Data</ul>,<ul id='container'>Data</ul>
<li alt=description>Link</li>,<li alt='description'>Link</li>
<h3 href=header>Content</h3>,<h3 href='header'>Content</h3>
<p class=image.jpg>Hello</p>,<p class='image.jpg'>Hello</p>
<tr src=description>Content</tr>,<tr src='description'>Content</tr>
<p class='width:100px'>List Item,<p class='width:100px'>List Item</p>
<td id=container>Text</td>,<td id='container'>Text</td>
<td class='width:100px'>Text,<td class='width:100px'>Text</td>
<div href=link.html>List Item</div>,<div href='link.html'>List Item</div>
<h2 href=container>Content</h2>,<h2 href='container'>Content</h2>
<td><ul>Text</td></ul>,<ul><td>Text</td></ul>
<tr><span>Content</tr></span>,<span><tr>Content</tr></span>
<p href='container'>Title,<p href='container'>Title</p>
<ul class=link.html>Title</ul>,<ul class='link.html'>Title</ul>
<div><tr>Title</div></tr>,<tr><div>Title</div></tr>
<td style='width:100px'>List Item,<td style='width:100px'>List Item</td>
<h3 alt='link.html'>Link,<h3 alt='link.html'>Link</h3>
<h1 href='link.html'>Text,<h1 href='link.html'>Text</h1>
<td href=header>Data</td>,<td href='header'>Data</td>
<td id='link.html'>Text,<td id='link.html'>Text</td>
<div href=header>Data</div>,<div href='header'>Data</div>
<h2 style='container'>Data,<h2 style='container'>Data</h2>
<a id=header>Link</a>,<a id='header'>Link</a>
<div alt=link.html>Text</div>,<div alt='link.html'>Text</div>
<div><span>Hello</div></span>,<span><div>Hello</div></span>
<h1 alt='link.html'>Data,<h1 alt='link.html'>Data</h1>
